ID_Reserva,Edad,Genero,Pais,Hotel,Tipo_Habitacion,Regimen,Canal_Reserva,Lead_Time_Dias,Mes_Llegada,Noches,Adultos,Ninos,Precio_Noche_EUR,Reservas_Previas,Cancelaciones_Previas,Tiene_Parking,Peticiones_Especiales,Tipo_Deposito,Cancelado
100356,32.0,Female,España,Palladium Costa Mujeres,Suite,Desayuno,Web directa,69.0,9,2,2,0,381.97,1,0,No,0.0,Reembolsable,0
100357,23.0,Female,México,Palladium Costa Mujeres,Junior Suite,Todo incluido,Teléfono,51.0,9,5,2,0,214.04,1,0,No,1.0,No reembolsable,0
100358,18.0,Male,Países Bajos,Palladium Riviera Maya,Standard,Media pensión,Agencia tradicional,80.0,2,7,2,0,173.88,2,0,Sí,0.0,Reembolsable,0
100359,38.0,Male,EEUU,Palladium Punta Cana,Villa,Desayuno,Web directa,48.0,5,5,1,0,736.63,2,0,No,0.0,No reembolsable,0
100360,33.0,Female,España,Palladium Ibiza,Junior Suite,Todo incluido,Agencia tradicional,11.0,9,2,2,3,211.71,2,1,Sí,0.0,Reembolsable,0
100361,24.0,Female,Países Bajos,Palladium Ibiza,Standard,Desayuno,Agencia tradicional,233.0,3,6,2,0,98.44,2,0,No,1.0,Sin depósito,1
100362,32.0,Male,España,Palladium Costa Mujeres,Junior Suite,Solo alojamiento,Web directa,74.0,12,7,2,1,196.8,1,0,No,2.0,No reembolsable,0
100363,34.0,Female,España,Palladium Riviera Maya,Suite,Desayuno,Teléfono,74.0,5,2,1,3,395.55,1,0,No,3.0,Sin depósito,0
100364,49.0,Male,Italia,Palladium Mallorca,Standard,Desayuno,Agencia online,165.0,5,2,2,0,56.61,2,0,Sí,4.0,Reembolsable,0
100365,49.0,Male,España,Palladium Mallorca,Villa,Desayuno,Teléfono,,4,7,1,0,708.47,0,0,No,2.0,No reembolsable,0
100366,44.0,Female,Alemania,Palladium Riviera Maya,Standard,Desayuno,Agencia tradicional,127.0,4,4,4,3,127.8,4,2,No,0.0,Reembolsable,0
100367,55.0,Female,Portugal,Palladium Costa Mujeres,Standard,Media pensión,Web directa,48.0,4,5,2,0,121.24,0,0,No,0.0,Reembolsable,0
100368,43.0,Male,EEUU,Palladium Mallorca,Standard,Todo incluido,Web directa,63.0,5,5,2,2,142.58,1,0,No,0.0,Reembolsable,0
100369,45.0,Male,Alemania,Palladium Punta Cana,Junior Suite,Todo incluido,Web directa,91.0,9,3,2,0,204.64,0,0,Sí,0.0,Sin depósito,1
100370,29.0,Female,Italia,Palladium Costa Mujeres,Villa,Desayuno,Agencia tradicional,,7,10,1,0,773.18,1,0,No,,Sin depósito,0
100371,33.0,Female,EEUU,Palladium Mallorca,Standard,Desayuno,Teléfono,97.0,7,2,2,2,108.62,2,0,No,2.0,Sin depósito,0
100372,41.0,Male,México,Palladium Riviera Maya,Junior Suite,Todo incluido,Agencia online,63.0,11,5,3,2,231.8,1,0,No,1.0,Reembolsable,0
100373,,Male,Francia,Palladium Ibiza,Junior Suite,Todo incluido,Agencia online,56.0,5,7,2,2,199.16,2,0,Sí,1.0,No reembolsable,0
100374,65.0,Female,España,Palladium Ibiza,Standard,Todo incluido,Web directa,65.0,7,10,1,2,78.22,5,0,No,0.0,Reembolsable,0
100375,50.0,Female,Alemania,Palladium Ibiza,Suite,Solo alojamiento,Agencia online,34.0,10,5,3,1,387.92,1,1,Sí,1.0,No reembolsable,0
100376,51.0,Female,Países Bajos,Palladium Costa Mujeres,Suite,Desayuno,Teléfono,138.0,7,7,1,0,352.38,2,0,No,0.0,Sin depósito,1
100377,40.0,Female,España,Palladium Mallorca,Standard,Todo incluido,Web directa,14.0,7,2,2,0,115.94,0,0,No,0.0,Reembolsable,0
100378,47.0,Female,Países Bajos,Palladium Riviera Maya,Standard,Media pensión,Web directa,39.0,8,10,2,0,151.48,1,1,Sí,2.0,Reembolsable,0
100379,62.0,male,Reino Unido,Palladium Mallorca,Junior Suite,Desayuno,Web directa,49.0,6,2,2,0,,0,0,Sí,2.0,Sin depósito,0
100380,33.0,Female,Reino Unido,Palladium Riviera Maya,Suite,Todo incluido,Web directa,34.0,3,3,2,0,357.63,4,1,No,2.0,Reembolsable,0
100381,58.0,Female,España,Palladium Tenerife,Standard,Desayuno,Web directa,120.0,5,3,2,1,97.01,0,0,No,4.0,Sin depósito,0
100382,23.0,Male,España,Palladium Riviera Maya,Suite,Todo incluido,Agencia online,15.0,7,7,2,0,385.73,2,0,No,1.0,Sin depósito,0
100383,50.0,Female,Reino Unido,Palladium Riviera Maya,Standard,Todo incluido,Web directa,66.0,6,4,3,2,108.6,2,0,Sí,0.0,Sin depósito,0
100384,,Male,Reino Unido,Palladium Mallorca,Standard,Media pensión,Agencia online,12.0,1,10,2,2,160.41,4,1,Sí,0.0,Sin depósito,0
100385,55.0,Female,Países Bajos,Palladium Tenerife,Suite,Desayuno,Agencia tradicional,12.0,11,3,2,0,413.78,1,0,No,2.0,Reembolsable,0
100386,55.0,Female,Italia,Palladium Punta Cana,Junior Suite,Todo incluido,Teléfono,53.0,9,10,2,1,256.45,5,1,No,0.0,Sin depósito,0
100387,23.0,Female,Reino Unido,Palladium Punta Cana,Junior Suite,Todo incluido,Agencia online,43.0,8,5,3,0,197.07,4,0,No,,Sin depósito,1
100388,38.0,Female,Países Bajos,Palladium Riviera Maya,Junior Suite,Desayuno,Web directa,75.0,7,7,2,2,208.31,0,0,,0.0,Sin depósito,0
100389,63.0,Female,Países Bajos,Palladium Ibiza,Standard,Media pensión,Web directa,12.0,2,2,2,1,133.68,0,0,No,0.0,Sin depósito,0
100390,56.0,Female,Alemania,Palladium Riviera Maya,Standard,Todo incluido,Agencia online,1.0,12,3,1,2,112.21,1,0,No,2.0,Sin depósito,0
100391,34.0,Female,Países Bajos,Palladium Ibiza,Standard,Desayuno,Web directa,64.0,4,4,1,0,96.11,2,0,Sí,0.0,Sin depósito,0
100392,33.0,Male,España,Palladium Tenerife,Suite,Desayuno,Agencia tradicional,10.0,6,5,1,0,410.04,5,1,Sí,1.0,Reembolsable,0
100393,48.0,Female,Alemania,Palladium Mallorca,Standard,Todo incluido,Agencia online,113.0,6,6,2,0,149.05,0,0,Sí,1.0,Sin depósito,0
100394,41.0,Male,Alemania,Palladium Ibiza,Standard,Desayuno,Web directa,40.0,8,4,1,1,135.37,2,0,Sí,3.0,Sin depósito,0
100395,40.0,Male,Francia,Palladium Mallorca,Standard,Todo incluido,Agencia tradicional,115.0,8,2,2,0,168.56,1,1,No,0.0,Sin depósito,1
100396,33.0,Male,Italia,Palladium Punta Cana,Villa,Media pensión,Web directa,46.0,5,4,2,3,750.13,1,0,No,,Reembolsable,0
100397,46.0,Female,Francia,Palladium Ibiza,Junior Suite,Todo incluido,Web directa,2.0,9,3,2,1,248.3,1,1,Sí,0.0,Sin depósito,0
100398,53.0,Male,Reino Unido,Palladium Riviera Maya,Suite,Solo alojamiento,Web directa,59.0,6,7,2,0,333.85,0,0,No,0.0,Sin depósito,0
100399,42.0,Female,Reino Unido,Palladium Punta Cana,Standard,Desayuno,Agencia tradicional,20.0,8,2,1,3,112.23,3,0,Sí,0.0,Sin depósito,0
100400,51.0,Female,Argentina,Palladium Ibiza,Suite,Todo incluido,Agencia online,70.0,8,3,2,0,419.65,2,0,No,1.0,Sin depósito,0
100401,42.0,Male,Francia,Palladium Ibiza,Standard,Todo incluido,Agencia online,54.0,5,4,2,0,,1,1,Sí,0.0,Reembolsable,0
100402,,Male,México,Palladium Ibiza,Standard,Todo incluido,Agencia online,38.0,7,3,1,0,92.3,1,0,No,1.0,Sin depósito,0
100403,51.0,Male,España,Palladium Costa Mujeres,Junior Suite,Solo alojamiento,Agencia online,177.0,12,4,2,0,,1,0,Sí,0.0,Reembolsable,1
100404,60.0,Male,Francia,Palladium Ibiza,Suite,Todo incluido,Web directa,22.0,7,5,2,0,369.07,2,0,No,1.0,Sin depósito,0
100405,21.0,Female,Alemania,Palladium Costa Mujeres,Suite,Solo alojamiento,Agencia online,125.0,6,7,4,0,365.51,1,0,Sí,0.0,Reembolsable,1
100406,34.0,Female,España,Palladium Mallorca,Standard,Todo incluido,Web directa,180.0,6,4,3,2,69.81,1,0,Sí,1.0,Sin depósito,0
100407,,Female,EEUU,Palladium Ibiza,Suite,Desayuno,Web directa,161.0,8,14,2,1,428.08,4,1,No,2.0,No reembolsable,0
100408,32.0,Female,EEUU,Palladium Punta Cana,Standard,Solo alojamiento,Web directa,61.0,3,3,2,0,67.22,0,0,No,3.0,Reembolsable,0
100409,18.0,Male,Países Bajos,Palladium Ibiza,Junior Suite,Todo incluido,Agencia online,29.0,8,4,1,2,204.49,1,0,No,0.0,Reembolsable,1
100410,37.0,Male,Reino Unido,Palladium Mallorca,Junior Suite,Desayuno,Agencia online,72.0,9,6,2,0,232.66,3,1,Sí,0.0,No reembolsable,0
100411,63.0,Male,Reino Unido,Palladium Riviera Maya,Standard,Todo incluido,Agencia online,146.0,7,4,3,0,139.07,3,0,No,3.0,Sin depósito,1
100412,48.0,FEMALE,Portugal,Palladium Punta Cana,Villa,Desayuno,Web directa,56.0,8,7,1,0,731.93,3,0,No,2.0,Sin depósito,0
100413,49.0,Male,España,Palladium Punta Cana,Junior Suite,Media pensión,Agencia online,124.0,6,10,3,1,173.29,0,0,,0.0,Sin depósito,0
100414,55.0,Male,México,Palladium Riviera Maya,Standard,Media pensión,Agencia online,23.0,10,5,1,0,90.23,3,0,Sí,0.0,Sin depósito,0
100415,40.0,Male,Francia,Palladium Punta Cana,Junior Suite,Desayuno,Web directa,30.0,9,6,1,1,221.03,1,0,No,0.0,No reembolsable,0
100416,57.0,Female,Reino Unido,Palladium Ibiza,Standard,Solo alojamiento,Web directa,73.0,7,3,2,1,107.51,3,1,No,1.0,No reembolsable,0
100417,44.0,Female,Reino Unido,Palladium Mallorca,Junior Suite,Media pensión,Web directa,191.0,6,6,4,0,190.35,1,0,No,1.0,Sin depósito,0
100418,51.0,Male,,Palladium Costa Mujeres,Standard,Solo alojamiento,Agencia online,4.0,3,4,1,1,109.56,0,0,No,1.0,Sin depósito,0
100419,29.0,Female,Reino Unido,Palladium Ibiza,Standard,Media pensión,Web directa,91.0,3,5,2,0,100.31,5,1,Sí,0.0,Reembolsable,0
100420,43.0,Female,Francia,Palladium Mallorca,Suite,Desayuno,Web directa,80.0,7,5,2,0,396.2,2,0,No,0.0,No reembolsable,0
100421,47.0,Male,EEUU,Palladium Tenerife,Standard,Desayuno,Web directa,26.0,4,5,3,0,151.41,1,0,No,0.0,Sin depósito,0
100422,33.0,Female,Francia,Palladium Riviera Maya,Standard,Solo alojamiento,Agencia tradicional,29.0,9,14,1,0,150.72,2,0,Sí,1.0,Reembolsable,0
100423,28.0,Male,EEUU,Palladium Tenerife,Junior Suite,Solo alojamiento,Agencia tradicional,1.0,4,2,2,1,235.74,1,0,Sí,1.0,Sin depósito,1
100424,21.0,Male,España,Palladium Riviera Maya,Suite,Desayuno,Web directa,5.0,6,7,2,0,420.43,2,0,No,5.0,Sin depósito,0
100425,48.0,Male,Países Bajos,Palladium Riviera Maya,Junior Suite,Todo incluido,Agencia online,57.0,5,5,2,0,211.33,2,2,No,0.0,Sin depósito,1
100426,45.0,Male,Reino Unido,Palladium Tenerife,Standard,Todo incluido,Web directa,51.0,5,14,1,1,125.76,0,0,Sí,2.0,Sin depósito,0
100427,54.0,Male,Alemania,Palladium Ibiza,Standard,Media pensión,Agencia online,1.0,9,4,2,1,188.92,1,0,No,0.0,Sin depósito,1
100428,49.0,Female,España,Palladium Riviera Maya,Junior Suite,Todo incluido,Agencia online,178.0,3,10,2,0,234.24,0,0,Sí,0.0,Sin depósito,1
100429,67.0,Male,España,Palladium Tenerife,Suite,Solo alojamiento,Agencia tradicional,38.0,8,4,3,0,412.68,0,0,No,0.0,No reembolsable,0
100430,46.0,Female,Alemania,Palladium Tenerife,Standard,Desayuno,Web directa,20.0,9,3,2,1,,1,0,Sí,1.0,Reembolsable,1
100431,53.0,Male,Reino Unido,Palladium Riviera Maya,Junior Suite,Todo incluido,Agencia tradicional,,8,4,3,2,181.5,0,0,No,3.0,Sin depósito,0
100432,47.0,Female,Portugal,Palladium Mallorca,Standard,Media pensión,Web directa,106.0,2,6,1,0,143.07,0,0,No,0.0,Sin depósito,0
100433,44.0,Female,España,Palladium Tenerife,Standard,Todo incluido,Web directa,15.0,2,3,2,0,113.05,1,0,No,0.0,Sin depósito,0
100434,36.0,Male,España,Palladium Riviera Maya,Suite,Todo incluido,Agencia online,9.0,8,4,2,0,364.77,2,1,Sí,0.0,Sin depósito,0
100435,50.0,Male,Portugal,Palladium Mallorca,Standard,Desayuno,Agencia online,26.0,11,4,2,0,120.9,6,4,Sí,3.0,Sin depósito,0
100436,43.0,Male,España,Palladium Punta Cana,Standard,Solo alojamiento,Agencia tradicional,63.0,2,3,2,0,135.25,1,0,No,0.0,Reembolsable,0
100437,29.0,Female,EEUU,Palladium Tenerife,Standard,Desayuno,Agencia online,89.0,1,3,1,0,100.64,1,0,No,1.0,Reembolsable,0
100438,44.0,Female,EEUU,Palladium Punta Cana,Junior Suite,Solo alojamiento,Agencia online,223.0,10,1,2,0,217.88,0,0,No,1.0,Sin depósito,0
100439,28.0,Female,España,Palladium Riviera Maya,Junior Suite,Solo alojamiento,Agencia online,18.0,8,6,1,0,251.11,1,1,No,0.0,No reembolsable,0
100440,45.0,Male,Alemania,Palladium Ibiza,Junior Suite,Todo incluido,Web directa,129.0,7,14,1,0,230.98,1,0,Sí,0.0,Reembolsable,1
100441,56.0,Male,México,Palladium Mallorca,Junior Suite,Solo alojamiento,Web directa,,10,5,2,0,196.25,3,1,No,1.0,Reembolsable,0
100442,52.0,Male,Reino Unido,Palladium Punta Cana,Junior Suite,Desayuno,Web directa,27.0,8,5,2,0,189.65,0,0,No,2.0,Reembolsable,0
100443,25.0,Male,Reino Unido,Palladium Mallorca,Suite,Desayuno,Web directa,17.0,1,4,2,1,353.96,0,0,No,1.0,Sin depósito,0
100444,23.0,Female,España,Palladium Punta Cana,Standard,Solo alojamiento,Agencia online,22.0,8,3,2,2,138.57,0,0,No,1.0,Sin depósito,0
100445,18.0,Male,EEUU,Palladium Riviera Maya,Standard,Todo incluido,Teléfono,,5,7,2,1,113.53,1,0,No,2.0,No reembolsable,0
100446,37.0,Female,,Palladium Ibiza,Standard,Todo incluido,Agencia online,176.0,4,5,1,0,98.05,1,0,No,0.0,Sin depósito,1
100447,42.0,Male,Francia,Palladium Costa Mujeres,Standard,Solo alojamiento,Web directa,182.0,1,3,2,1,120.74,1,1,Sí,1.0,Sin depósito,0
100448,18.0,Male,Francia,Palladium Ibiza,Villa,Desayuno,Walk-in,8.0,8,2,1,3,776.17,4,0,No,0.0,Reembolsable,0
100449,34.0,Male,Italia,Palladium Ibiza,Standard,Media pensión,Web directa,17.0,7,4,2,0,77.86,0,0,No,1.0,Sin depósito,0
100450,19.0,Female,España,Palladium Riviera Maya,Suite,Solo alojamiento,Web directa,25.0,7,7,2,0,405.8,0,0,No,0.0,Sin depósito,0
100451,34.0,Female,México,Palladium Riviera Maya,Suite,Todo incluido,Web directa,12.0,5,4,1,0,461.44,3,0,NO,1.0,,0
100452,,Male,EEUU,Palladium Punta Cana,Junior Suite,Media pensión,Web directa,9.0,8,10,2,0,271.14,1,0,No,1.0,Sin depósito,0
100453,44.0,Male,EEUU,Palladium Tenerife,Standard,Desayuno,Agencia online,49.0,4,14,2,0,155.68,0,0,No,1.0,No reembolsable,0
100454,63.0,Male,Italia,Palladium Ibiza,Standard,Desayuno,Agencia online,27.0,8,10,2,0,158.46,1,0,Sí,2.0,Sin depósito,0
100455,51.0,Male,Países Bajos,Palladium Mallorca,Suite,Desayuno,Agencia online,0.0,6,14,1,0,413.63,3,1,Sí,0.0,Sin depósito,1
100456,36.0,Female,España,Palladium Tenerife,Standard,Media pensión,Agencia online,27.0,7,3,2,1,151.33,2,1,No,2.0,Sin depósito,0
100457,62.0,Female,España,Palladium Costa Mujeres,Standard,Solo alojamiento,Agencia online,66.0,6,5,3,1,67.44,1,0,No,1.0,Sin depósito,0
100458,53.0,Male,Italia,Palladium Punta Cana,Standard,Solo alojamiento,Web directa,25.0,6,7,1,0,48.5,1,0,Sí,2.0,Sin depósito,1
100459,,Female,España,Palladium Mallorca,Standard,Media pensión,Web directa,65.0,4,1,1,2,93.9,2,1,No,0.0,No reembolsable,1
100460,37.0,Female,Francia,Palladium Ibiza,Suite,Solo alojamiento,Agencia tradicional,11.0,5,5,2,2,352.48,3,0,No,1.0,Sin depósito,0
100461,32.0,Female,Portugal,Palladium Punta Cana,Suite,Todo incluido,Web directa,15.0,9,14,2,0,,2,0,No,0.0,Sin depósito,0
100462,39.0,Male,Reino Unido,Palladium Costa Mujeres,Standard,Desayuno,Agencia online,,7,3,2,2,137.46,2,0,No,1.0,Reembolsable,0
100463,46.0,Female,EEUU,Palladium Riviera Maya,Junior Suite,Todo incluido,Walk-in,,4,2,2,0,227.71,1,0,,0.0,Sin depósito,0
100464,57.0,Male,EEUU,Palladium Mallorca,Standard,Media pensión,Web directa,77.0,9,4,4,0,114.26,2,1,Sí,2.0,Sin depósito,1
100465,45.0,Male,Alemania,Palladium Riviera Maya,Standard,Desayuno,Teléfono,8.0,9,3,2,1,118.79,0,0,No,0.0,Reembolsable,0
100466,38.0,Female,Países Bajos,Palladium Punta Cana,Junior Suite,Desayuno,Web directa,33.0,8,3,2,1,234.02,4,0,Sí,0.0,Reembolsable,0
100467,54.0,Male,Reino Unido,Palladium Ibiza,Standard,Todo incluido,Walk-in,27.0,6,5,2,0,136.37,0,0,No,4.0,Sin depósito,0
100468,38.0,Male,Reino Unido,Palladium Mallorca,Standard,Todo incluido,Web directa,26.0,7,4,4,0,79.25,3,1,No,1.0,Sin depósito,1
100469,,Female,España,Palladium Ibiza,Standard,Media pensión,Agencia tradicional,14.0,9,6,1,0,123.93,0,0,No,2.0,Sin depósito,0
100470,39.0,Male,Francia,Palladium Riviera Maya,Standard,Desayuno,Teléfono,36.0,10,7,1,0,91.95,3,1,No,0.0,Sin depósito,0
100471,58.0,Female,España,Palladium Riviera Maya,Standard,Solo alojamiento,Agencia online,100.0,4,4,2,0,84.18,1,0,No,2.0,Reembolsable,0
100472,43.0,Male,Alemania,Palladium Riviera Maya,Standard,Todo incluido,Web directa,1.0,2,10,4,0,114.23,1,0,Sí,3.0,No reembolsable,0
100473,35.0,Male,,Palladium Ibiza,Junior Suite,Desayuno,Agencia online,58.0,12,5,2,0,226.9,0,0,Sí,0.0,Reembolsable,0
100474,26.0,Female,Argentina,Palladium Punta Cana,Standard,Desayuno,Web directa,85.0,7,5,2,0,80.09,4,0,No,0.0,Sin depósito,0
100475,44.0,Male,Francia,Palladium Riviera Maya,Junior Suite,Solo alojamiento,Agencia tradicional,86.0,10,6,1,1,168.71,1,0,Sí,3.0,Sin depósito,0
100476,36.0,Female,Alemania,Palladium Punta Cana,Junior Suite,Media pensión,Agencia online,141.0,7,4,2,0,295.33,1,0,No,1.0,Sin depósito,1
100477,60.0,Male,España,Palladium Riviera Maya,Standard,Desayuno,Web directa,109.0,6,3,1,0,117.63,3,0,No,0.0,Sin depósito,0
100478,50.0,Female,España,Palladium Ibiza,Standard,Todo incluido,Web directa,86.0,8,5,2,1,153.9,1,0,No,5.0,No reembolsable,0
100479,45.0,Female,Francia,Palladium Riviera Maya,Standard,Desayuno,Web directa,11.0,8,2,2,0,120.4,2,0,No,3.0,Reembolsable,0
100480,38.0,Male,Alemania,Palladium Riviera Maya,Suite,Solo alojamiento,Teléfono,10.0,7,4,1,1,396.93,1,1,No,4.0,Reembolsable,0
100481,50.0,Male,Alemania,Palladium Riviera Maya,Standard,Desayuno,Teléfono,,9,2,1,0,158.57,1,1,,2.0,No reembolsable,0
100482,29.0,Female,España,Palladium Punta Cana,Villa,Media pensión,Agencia tradicional,12.0,6,6,2,0,752.8,1,1,No,1.0,Reembolsable,1
100483,18.0,Female,Alemania,Palladium Punta Cana,Junior Suite,Media pensión,Agencia online,199.0,9,4,2,0,246.57,1,0,No,0.0,No reembolsable,1
100484,26.0,Male,Francia,Palladium Ibiza,Suite,Todo incluido,Teléfono,202.0,9,1,2,0,362.26,3,0,No,0.0,Sin depósito,1
100485,43.0,Male,Reino Unido,Palladium Ibiza,Junior Suite,Todo incluido,Agencia online,45.0,10,4,2,0,200.31,1,0,Sí,,No reembolsable,0
100486,70.0,Male,Francia,Palladium Mallorca,Standard,Desayuno,Teléfono,1.0,9,2,1,0,153.04,0,0,Sí,2.0,Sin depósito,0
100487,56.0,Male,España,Palladium Punta Cana,Standard,Todo incluido,Agencia tradicional,56.0,7,4,2,0,161.8,2,0,Sí,0.0,Sin depósito,0
100488,44.0,Male,España,Palladium Tenerife,Standard,Desayuno,Agencia online,6.0,9,1,1,0,151.63,0,0,Sí,0.0,Sin depósito,0
100489,38.0,Male,Reino Unido,Palladium Ibiza,Junior Suite,Solo alojamiento,Web directa,164.0,4,6,1,1,240.1,1,0,No,0.0,Reembolsable,1
100490,38.0,Male,EEUU,Palladium Punta Cana,Suite,Desayuno,Agencia tradicional,2.0,7,6,3,1,392.17,2,1,No,1.0,Reembolsable,0
100491,41.0,Female,España,Palladium Mallorca,Villa,Desayuno,Teléfono,45.0,7,4,1,1,707.71,1,0,No,0.0,Reembolsable,0
100492,39.0,Female,Reino Unido,Palladium Costa Mujeres,Standard,Desayuno,Agencia online,114.0,8,3,2,3,154.88,1,0,NO,0.0,No reembolsable,0
100493,60.0,Male,España,Palladium Punta Cana,Junior Suite,Media pensión,Agencia tradicional,3.0,8,5,1,0,241.32,1,0,Sí,2.0,Sin depósito,0
100494,20.0,Female,Italia,Palladium Mallorca,Standard,Media pensión,Teléfono,91.0,8,3,2,0,137.02,1,0,No,0.0,Reembolsable,0
100495,56.0,Male,,Palladium Mallorca,Standard,Solo alojamiento,Web directa,44.0,4,4,3,1,134.1,3,1,No,0.0,Reembolsable,1
100496,37.0,Female,Reino Unido,Palladium Costa Mujeres,Standard,Media pensión,Agencia online,10.0,7,5,2,0,139.77,1,0,No,1.0,Reembolsable,0
100497,26.0,Female,Francia,Palladium Costa Mujeres,Standard,Todo incluido,Agencia online,74.0,9,7,2,3,97.81,1,0,No,2.0,Sin depósito,0
100498,,Male,Reino Unido,Palladium Riviera Maya,Standard,Todo incluido,Agencia online,19.0,5,10,2,1,149.79,6,1,sí,0.0,Sin depósito,0
100499,40.0,Male,España,Palladium Costa Mujeres,Junior Suite,Todo incluido,Agencia online,97.0,7,5,2,0,243.17,2,0,Sí,,Reembolsable,0
100500,59.0,Male,Argentina,Palladium Riviera Maya,Villa,Todo incluido,Web directa,14.0,8,3,2,0,799.97,1,0,,0.0,Reembolsable,0
100501,33.0,Female,México,Palladium Mallorca,Villa,Todo incluido,Agencia tradicional,24.0,7,7,3,0,756.81,1,0,Sí,0.0,No reembolsable,0
100502,62.0,Male,España,Palladium Ibiza,Standard,Desayuno,Web directa,14.0,3,3,2,1,97.35,0,0,Sí,1.0,No reembolsable,0
100503,34.0,Female,España,Palladium Punta Cana,Standard,Media pensión,Web directa,69.0,6,3,2,0,115.5,2,1,No,0.0,Reembolsable,0
100504,61.0,Female,Italia,Palladium Riviera Maya,Junior Suite,Solo alojamiento,Teléfono,86.0,8,5,1,1,150.15,0,0,No,0.0,Sin depósito,0
100505,38.0,Male,Argentina,Palladium Costa Mujeres,Standard,Desayuno,Agencia tradicional,106.0,8,3,4,0,124.83,1,1,Sí,0.0,Reembolsable,0
100506,72.0,Female,EEUU,Palladium Tenerife,Standard,Todo incluido,Web directa,17.0,7,7,2,1,135.46,1,0,No,0.0,Sin depósito,0
100507,53.0,Female,México,Palladium Mallorca,Villa,Todo incluido,Web directa,36.0,9,3,3,0,762.14,1,0,No,1.0,Reembolsable,0
100508,39.0,Female,Países Bajos,Palladium Tenerife,Standard,Desayuno,Web directa,65.0,8,4,2,0,12000.0,1,0,No,3.0,Reembolsable,1
100509,,Male,España,Palladium Costa Mujeres,Villa,Desayuno,Agencia online,17.0,12,1,2,0,764.44,1,0,No,,Sin depósito,0
100510,44.0,Female,España,Palladium Ibiza,Junior Suite,Desayuno,Teléfono,192.0,8,3,2,0,204.53,2,0,Sí,2.0,,0
100511,27.0,male,Italia,Palladium Tenerife,Standard,Desayuno,Web directa,53.0,11,6,2,1,142.4,4,2,Sí,2.0,Sin depósito,1
100512,38.0,Male,México,Palladium Punta Cana,Standard,Todo incluido,Agencia tradicional,231.0,2,14,3,1,115.77,0,0,No,1.0,Reembolsable,0
100513,24.0,Male,Países Bajos,Palladium Punta Cana,Villa,Solo alojamiento,Agencia online,92.0,4,6,2,0,717.15,2,0,No,0.0,Sin depósito,0
100514,26.0,Female,Reino Unido,Palladium Ibiza,Suite,Todo incluido,Web directa,57.0,8,6,2,0,358.66,0,0,No,0.0,No reembolsable,0
100515,55.0,Female,EEUU,Palladium Ibiza,Junior Suite,Desayuno,Web directa,44.0,6,4,2,0,231.86,0,0,No,0.0,Sin depósito,0
100516,45.0,Female,Reino Unido,Palladium Tenerife,Villa,Desayuno,Agencia online,157.0,7,14,2,0,763.41,1,0,No,1.0,Reembolsable,0
100517,32.0,Male,Argentina,Palladium Riviera Maya,Standard,Desayuno,Web directa,44.0,3,2,2,0,105.82,2,0,No,0.0,Sin depósito,0
100518,48.0,Male,España,Palladium Ibiza,Standard,Solo alojamiento,Agencia online,82.0,2,4,3,1,107.57,1,0,No,1.0,No reembolsable,0
100519,32.0,Male,España,Palladium Riviera Maya,Standard,Solo alojamiento,Web directa,153.0,2,10,2,0,107.74,4,1,Sí,1.0,Reembolsable,1
100520,46.0,Male,Países Bajos,Palladium Mallorca,Junior Suite,Solo alojamiento,Agencia online,21.0,8,6,2,0,235.96,0,0,Sí,2.0,Sin depósito,0
100521,46.0,Female,EEUU,Palladium Costa Mujeres,Standard,Todo incluido,Web directa,,1,4,2,0,184.06,3,1,sí,0.0,Reembolsable,1
100522,54.0,Male,Francia,Palladium Riviera Maya,Villa,Desayuno,Agencia online,,2,7,3,0,797.22,0,0,No,0.0,No reembolsable,0
100523,18.0,Male,,Palladium Ibiza,Standard,Todo incluido,Teléfono,73.0,2,7,2,0,86.36,3,1,No,3.0,No reembolsable,0
100524,48.0,Female,,Palladium Ibiza,Suite,Todo incluido,Agencia online,16.0,8,6,2,1,377.11,1,0,No,0.0,Reembolsable,1
100525,61.0,Female,España,Palladium Riviera Maya,Junior Suite,Media pensión,Agencia online,42.0,11,1,2,0,226.03,4,2,No,5.0,Sin depósito,1
100526,60.0,Female,Países Bajos,Palladium Ibiza,Standard,Solo alojamiento,Web directa,158.0,4,10,1,0,91.59,4,0,No,1.0,Reembolsable,1
100527,53.0,Male,Reino Unido,Palladium Mallorca,Standard,Desayuno,Web directa,14.0,6,3,2,0,154.28,1,0,No,1.0,Sin depósito,0
100528,42.0,Male,Italia,Palladium Costa Mujeres,Junior Suite,Desayuno,Teléfono,55.0,9,4,2,1,244.3,2,1,No,,Sin depósito,1
100529,41.0,Female,España,Palladium Riviera Maya,Junior Suite,Media pensión,Agencia online,80.0,1,5,2,0,194.09,5,0,Sí,2.0,Sin depósito,0
100530,18.0,Male,España,Palladium Punta Cana,Standard,Desayuno,Web directa,45.0,4,10,4,0,108.91,1,0,No,0.0,Sin depósito,0
100531,32.0,Female,Francia,Palladium Riviera Maya,Standard,Todo incluido,Agencia online,90.0,12,1,2,0,113.24,1,0,Sí,2.0,Reembolsable,0
100532,38.0,Male,España,Palladium Tenerife,Suite,Desayuno,Web directa,20.0,3,4,2,1,416.11,5,0,No,3.0,No reembolsable,0
